ID,Warehouse_block,Mode_of_Shipment,Customer_id,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
428,5,Flight,X16503461,5,4,197,4,low,F,40,3303,1
429,1,Ship,D13930742,2,2,140,3,low,F,19,1806,1
430,2,Ship,F30765571,5,1,205,2,medium,M,27,3569,1
431,3,Ship,E58907499,5,5,208,3,low,F,45,2018,1
432,5,Ship,R12272070,4,2,96,3,low,M,22,1294,1
433,4,Ship,W36371289,6,4,205,3,low,F,44,2064,1
434,5,Ship,P44172921,4,2,215,3,medium,F,48,2953,1
435,1,Ship,Y13644622,4,1,216,3,low,F,43,2643,1
436,2,Ship,T50129824,3,1,112,2,high,M,22,1846,1
437,3,Ship,G43192284,5,4,222,3,low,F,20,3632,1
438,5,Ship,V17151182,5,2,186,3,medium,F,15,2153,1
439,4,Ship,B42823832,3,5,241,3,medium,M,48,2841,1
440,5,Ship,C56087536,3,3,172,3,low,F,58,1269,1
441,1,Ship,N46155035,3,5,251,2,high,M,23,2426,1
442,2,Ship,X31415193,5,3,190,3,high,M,45,2628,1
443,3,Ship,K54145727,4,3,186,2,medium,F,48,2805,1
444,5,Ship,L23585884,4,4,207,2,medium,M,35,2596,1
445,4,Ship,E11305182,3,3,135,3,low,F,19,1366,1
446,5,Ship,D30441435,4,4,189,2,medium,F,18,2955,1
447,1,Ship,P11322047,4,4,173,5,medium,F,51,1691,1
448,2,Ship,O28160256,3,4,194,3,medium,M,3,2169,1
449,3,Ship,C21885317,3,1,183,3,low,M,19,3018,1
450,5,Ship,S45418551,4,3,140,2,low,F,22,1248,1
451,4,Ship,I14244537,4,4,244,3,medium,F,55,2782,1
452,5,Ship,M51278624,2,3,189,4,low,M,34,3355,1
453,1,Ship,B31143460,3,2,157,2,medium,M,53,1390,1
454,2,Ship,D45575712,4,1,275,10,medium,F,23,2726,1
455,3,Ship,Q31081934,4,5,133,3,low,F,53,1467,1
456,5,Ship,S59063060,4,1,149,3,medium,M,54,1178,1
457,4,Ship,E42923226,3,3,254,2,high,M,17,3153,1
458,5,Ship,W24770279,3,4,145,8,low,F,15,1429,1
459,1,Ship,E34468560,3,2,179,5,low,F,52,1991,1
460,2,Ship,L24340308,5,2,168,3,low,M,26,1526,1
461,3,Ship,A33187950,4,1,202,3,medium,F,18,3940,1
462,5,Ship,X17169365,3,4,220,7,low,M,43,2620,1
463,4,Ship,D55847599,3,4,244,8,low,M,1,2703,1
464,5,Ship,F24460884,4,2,186,7,medium,F,40,3111,1
465,1,Ship,E31911625,5,2,263,8,medium,M,24,3139,1
466,2,Ship,R17943393,3,2,294,4,low,F,15,1318,1
467,3,Ship,W15327770,3,5,226,2,medium,F,2,1043,1
468,5,Ship,P53107699,4,4,173,5,medium,F,2,1175,1
469,4,Ship,Y30330335,3,5,194,3,medium,F,10,2277,1
470,5,Ship,T27346654,3,5,183,3,low,F,2,3459,1
471,1,Ship,G32352428,4,1,140,2,low,M,61,1770,1
472,2,Ship,V16986251,4,3,244,3,medium,M,8,3318,1
473,3,Ship,B34797175,2,2,189,4,low,M,9,3413,1
474,5,Ship,C52028596,3,1,157,2,medium,F,39,1525,1
475,4,Ship,N16551835,4,3,275,10,medium,M,10,2093,1
476,5,Ship,X50807686,4,5,133,3,low,M,59,1092,1
477,1,Ship,K59789952,4,2,149,3,medium,M,26,1863,1
478,2,Ship,L11641166,3,4,254,2,high,F,41,3973,1
479,3,Ship,E40335103,3,4,145,8,low,F,24,1594,1
480,5,Ship,D54588645,3,5,179,5,low,M,56,1113,1
481,4,Ship,P11432796,5,4,168,3,low,F,13,1317,1
482,5,Ship,O25518505,4,5,202,3,medium,F,46,3181,1
483,1,Ship,C39569063,3,3,220,7,low,M,25,2141,1
484,2,Ship,S45253905,3,2,244,8,low,F,50,3562,1
485,3,Ship,I29070018,4,3,186,7,medium,F,30,2062,1
486,5,Ship,M21377115,5,5,263,8,medium,F,9,2236,1
487,4,Ship,B39537072,3,1,294,4,low,F,25,1498,1
488,5,Ship,D16836145,4,1,139,3,low,F,56,1811,1
489,1,Ship,Q46115802,7,5,192,3,low,M,46,1550,1
490,2,Ship,S12942439,3,3,235,3,low,M,5,3065,1
491,3,Ship,E36450782,2,1,176,3,low,F,15,1996,1
492,5,Ship,W19642268,5,4,224,3,low,F,34,2627,1
493,4,Ship,E56706486,3,4,128,3,medium,F,51,1524,1
494,5,Ship,L28383651,5,4,226,5,low,M,47,2240,1
495,1,Ship,A32738929,5,1,160,5,medium,F,16,1526,1
496,2,Ship,X10445188,3,1,197,5,low,M,45,2224,1
497,3,Ship,D24195433,4,2,216,3,low,F,12,2273,1
498,5,Ship,F40138381,4,4,199,2,low,M,9,3075,1
499,4,Ship,E13368337,5,5,271,2,low,M,27,3957,1
500,5,Ship,R38542317,5,1,201,3,low,F,47,2657,1
501,1,Ship,W18423869,3,4,212,2,low,M,33,2021,1
502,2,Ship,P16349154,3,2,177,3,low,M,10,1641,1
503,3,Ship,Y18805356,3,4,191,4,medium,F,43,2903,1
504,5,Ship,T33296054,3,2,174,3,low,M,30,1986,1
505,4,Ship,G19782695,5,3,162,2,low,F,14,1045,1
506,5,Ship,V56838521,3,1,219,2,low,F,39,2696,1
507,1,Ship,B47747983,4,4,155,3,medium,F,35,1421,1
508,2,Ship,C45060313,5,3,230,3,medium,F,3,2923,1
509,3,Ship,N43824880,4,5,192,2,medium,F,36,2497,1
510,5,Ship,X16479161,5,2,235,3,low,M,14,2984,1
511,4,Ship,K39531253,3,2,200,3,low,M,46,3642,1
512,5,Ship,L40555965,5,2,172,3,medium,M,65,1667,1
513,1,Ship,E55164682,5,4,160,4,low,F,6,1603,1
514,2,Ship,D24623267,5,3,250,5,low,M,12,2722,1
515,3,Ship,P31645813,4,2,174,3,low,M,9,1682,1
516,5,Ship,O24085302,3,2,204,3,high,F,54,3608,1
517,4,Ship,C32215738,3,5,274,3,medium,F,51,3476,1
518,5,Ship,S37967735,5,5,262,2,medium,F,62,3744,1
519,1,Ship,I37777480,4,5,138,3,medium,M,23,1785,1
520,2,Ship,M21038217,3,1,215,3,medium,F,2,3873,1
521,3,Ship,B38268826,3,1,145,2,low,F,34,1773,1
522,5,Road,D11185985,4,5,149,2,medium,M,56,1141,1
523,4,Road,Q58250222,6,5,212,2,medium,M,38,2359,1
524,5,Road,S11935598,3,1,155,3,medium,F,47,1193,1
525,1,Road,E30595088,5,2,154,3,low,M,40,1238,1
526,2,Road,W22365379,3,3,249,3,medium,M,51,2173,1
527,3,Road,E34484482,5,1,206,2,low,M,2,3490,1
528,5,Road,L41024826,4,5,235,3,medium,F,22,2015,1
529,4,Road,A39962241,5,5,261,3,medium,F,8,3257,1
530,5,Road,X18971270,6,1,243,4,high,F,22,3537,1
531,1,Road,D55449051,3,2,237,2,high,M,26,3103,1
532,2,Road,F12647614,2,4,179,2,low,F,19,1900,1
533,3,Road,E49381675,4,3,192,3,low,F,43,3498,1
534,5,Road,R42398833,3,1,141,3,medium,F,39,1838,1
535,4,Road,W30556648,3,2,245,3,low,F,61,2188,1
536,5,Road,P56085847,4,4,177,4,medium,F,32,1774,1
537,1,Road,Y44754321,2,3,154,4,high,F,17,1897,1
538,2,Road,T40689100,4,4,228,3,medium,F,12,3359,1
539,3,Road,G14657822,3,3,207,6,high,F,24,3702,1
540,5,Road,V12985657,4,4,266,4,medium,F,33,2701,1
541,4,Road,B45861265,3,3,172,3,medium,F,42,1707,1
542,5,Road,C40124662,4,3,142,3,low,F,35,1512,1
543,1,Road,N57557346,4,5,218,3,low,F,40,3200,1
544,2,Flight,X40869311,3,3,231,2,low,M,46,2962,1
545,3,Flight,K31564934,4,2,180,3,low,F,47,1434,1
546,5,Flight,L57498153,3,1,168,3,low,M,46,1886,1
547,4,Flight,E15681071,5,5,147,4,high,F,42,1642,1
548,5,Flight,D23674864,5,4,245,5,low,M,6,3592,1
549,1,Flight,P22972619,2,4,182,3,medium,M,47,3792,1
550,2,Flight,O38210347,3,4,176,3,medium,F,8,1567,1
551,3,Flight,C31548036,5,3,197,4,medium,F,51,2917,1
552,5,Flight,S11670809,3,5,233,3,medium,M,52,3519,1
553,4,Flight,I53597456,3,4,156,2,low,M,8,1145,1
554,5,Flight,M43697916,2,3,257,4,medium,F,52,2073,1
555,1,Flight,B30471713,5,4,250,3,low,F,11,3373,1
556,2,Flight,D26954580,5,4,189,5,low,M,3,3301,1
557,3,Flight,Q36007554,3,3,255,2,high,M,7,3311,1
558,5,Flight,S54031439,2,3,198,2,medium,M,28,3514,1
559,4,Flight,E46603307,4,2,164,3,medium,M,15,1489,1
560,5,Flight,W40299693,,2,271,3,medium,M,32,3785,1
561,1,Flight,E10462264,3,1,185,2,medium,F,34,3299,1
562,2,Flight,L32291206,2,5,157,6,high,F,17,1764,1
563,3,Flight,A58183328,3,2,137,2,medium,M,17,1673,1
564,5,Flight,X55722072,3,3,229,3,low,M,14,2164,1
565,4,Flight,D38313326,3,3,234,2,medium,F,39,2449,1
566,5,Ship,F11147350,4,3,216,2,low,M,52,3578,1
567,1,Ship,E40740916,3,1,163,4,low,F,20,1940,1
568,2,Ship,R50919739,5,2,268,3,low,M,19,2526,1
569,3,Ship,W59407276,3,3,205,5,medium,M,35,2988,1
570,5,Ship,P58553016,4,5,265,2,medium,F,18,2969,1
571,4,Ship,Y48254512,2,2,236,3,medium,M,3,3416,1
572,5,Ship,T43386299,4,1,132,3,low,M,63,1901,1
573,1,Ship,G58353107,3,4,234,2,medium,M,46,3108,1
574,2,Ship,V59198054,4,3,108,6,low,F,22,1745,1
575,3,Ship,B28673141,4,2,276,2,low,M,54,3706,1
576,5,Ship,C21120501,4,2,179,4,low,M,1,1063,1
577,4,Ship,N14091018,4,1,230,3,medium,M,40,2225,1
578,5,Ship,X37782746,3,2,210,3,medium,F,43,2096,1
579,1,Ship,K14662396,3,2,173,3,low,F,15,1992,1
580,2,Ship,L14313547,2,5,201,3,medium,F,29,3894,1
581,3,Ship,E20110731,3,3,214,2,low,M,21,3342,1
582,5,Ship,D59024518,4,2,216,2,medium,F,22,3024,1
583,4,Ship,P10634000,2,5,144,3,medium,M,61,1313,1
584,5,Ship,O39720055,5,5,182,3,medium,F,27,3039,1
585,1,Ship,C13473393,3,3,163,2,medium,F,48,1369,1
586,2,Ship,S57857525,3,3,234,3,medium,F,8,2334,1
587,3,Ship,I45722225,3,2,158,3,high,F,59,1307,1
588,5,Ship,M44825652,3,5,194,2,medium,M,4,3496,1
589,4,Ship,B17793325,3,1,201,6,medium,F,3,2497,1
590,5,Ship,D24359222,3,2,178,2,medium,F,59,1933,1
591,1,Ship,Q23555261,4,1,214,5,medium,M,51,2669,1
592,2,Ship,S41025652,3,3,281,2,medium,M,55,3047,1
593,3,Ship,E33265036,3,2,260,3,medium,F,2,2176,1
594,5,Ship,W29734321,3,2,200,2,medium,F,46,3174,1
595,4,Ship,E22975194,5,3,209,2,high,F,49,2581,1
596,5,Ship,L52008829,3,1,185,3,low,M,61,3280,1
597,1,Ship,A38307091,4,3,230,3,low,F,62,2236,1
598,2,Ship,X26517633,3,4,134,3,medium,F,31,1540,1
599,3,Ship,D21582350,4,5,270,2,low,F,34,2821,1
600,5,Ship,F58907212,4,1,140,3,medium,F,1,1464,1
601,4,Ship,E46187630,6,3,133,5,medium,M,32,1367,1
602,5,Ship,R32581408,3,4,145,3,medium,M,44,1218,1
603,1,Ship,W43408245,4,3,206,3,medium,M,58,2135,1
604,2,Ship,P33095456,3,1,162,2,low,F,52,1125,1
605,3,Ship,Y29754479,4,3,187,2,low,F,58,3665,1
606,5,Ship,T22118801,4,4,166,5,low,F,54,1203,1
607,4,Ship,G19361187,4,5,178,3,low,F,48,1819,1
608,5,Ship,V49455603,3,1,167,2,high,F,34,1967,1
609,1,Ship,B12098945,4,4,224,3,high,M,60,3145,1
610,2,Ship,C36368486,4,4,158,3,medium,M,11,1224,1
611,3,Ship,N34514391,3,4,134,2,medium,M,43,1198,1
612,5,Ship,X17837622,4,2,147,2,medium,F,20,1387,1
613,4,Ship,K13617350,4,3,187,3,low,M,61,2207,1
614,5,Ship,L14573128,4,5,247,2,medium,F,18,2404,1
615,1,Ship,E25166372,5,4,182,4,high,M,20,2212,1
616,2,Ship,D42465624,4,1,177,4,medium,F,33,1049,1
617,3,Ship,P54903929,5,5,143,2,high,F,18,1066,1
618,5,Ship,O53905012,5,3,245,2,medium,F,8,3231,1
619,4,Ship,C58387354,4,1,133,4,medium,M,64,1834,1
620,5,Ship,S56840052,3,5,224,2,low,M,13,3891,1
621,1,Ship,I42473901,2,5,265,2,low,F,50,3859,1
622,2,Ship,M14269465,4,1,138,2,low,M,28,1528,1
623,3,Ship,B17089646,3,4,253,3,low,M,6,3788,1
624,5,Ship,D55491495,4,1,165,3,medium,M,51,1293,1
625,4,Ship,Q30627613,4,3,265,3,low,F,65,3578,1
626,5,Ship,S42608093,3,2,238,3,high,F,54,3142,1
627,1,Ship,E24328639,5,2,236,3,low,F,51,3402,1
628,2,Ship,W24204327,4,2,190,5,high,F,38,3022,1
629,3,Ship,E50493233,6,1,104,4,medium,F,23,1442,1
630,5,Ship,L30689399,4,5,245,2,low,F,19,2616,1
631,4,Ship,A51487683,3,1,155,3,medium,F,27,1022,1
632,5,Ship,X29583821,3,2,233,3,low,M,63,2143,1
633,1,Ship,D59884846,4,3,171,4,low,F,55,1539,1
634,2,Ship,F30132520,2,3,164,2,low,M,56,1491,1
635,3,Ship,E55393096,3,1,141,3,low,M,6,1361,1
636,5,Ship,R18071510,5,3,266,2,low,F,61,2118,1
637,4,Ship,W40098988,3,4,192,2,low,F,56,3765,1
638,5,Ship,P57301143,3,3,229,6,medium,F,61,2298,1
639,1,Ship,Y16348847,6,2,269,4,medium,M,38,3171,1
640,2,Ship,T28280887,3,4,247,4,low,M,59,2939,1
641,3,Ship,G44309490,4,4,157,2,low,F,2,1087,1
642,5,Ship,V36613939,3,2,148,3,medium,F,64,1280,1
643,4,Ship,B36617983,4,1,240,2,low,M,14,2437,1
644,5,Ship,C37534435,4,3,197,4,medium,M,58,3617,1
645,1,Ship,N34905137,6,4,121,5,low,M,23,1734,1
646,2,Ship,X51388075,4,2,124,3,high,M,60,1107,1
647,3,Ship,K44787120,4,2,153,3,medium,F,53,1185,1
648,5,Ship,L33145884,5,2,105,4,high,M,1,1622,1
649,4,Ship,E48298877,4,3,202,3,medium,M,2,3962,1
650,5,Ship,D10943309,5,4,162,2,low,F,54,1635,1
651,1,Ship,P23401424,3,4,164,3,medium,M,13,1158,1
652,2,Ship,O30320902,3,2,231,4,medium,M,48,3370,1
653,3,Ship,C24462166,5,2,209,4,medium,F,12,2933,1
654,5,Ship,S36702844,3,1,157,2,high,M,19,1898,1
655,4,Ship,I44269912,4,5,249,2,low,M,4,2725,1
656,5,Ship,M30602070,2,3,264,2,low,F,63,2896,1
657,1,Ship,B58490691,3,1,111,4,low,M,61,1844,1
658,2,Ship,D32590347,3,1,242,3,medium,F,10,3606,1
659,3,Road,Q16099729,4,4,169,3,low,M,23,1058,1
660,5,Road,S33898224,,3,138,2,low,M,13,1056,1
661,4,Road,E11388844,5,1,158,3,low,M,9,1483,1
662,5,Road,W19218301,5,3,146,4,low,M,5,1718,1
663,1,Road,E19510081,4,4,218,5,medium,F,36,2995,1
664,2,Road,L56856124,3,2,178,2,medium,F,22,1247,1
665,3,Road,A45673905,4,5,197,3,low,F,34,3784,1
666,5,Road,X46973120,3,3,243,2,medium,M,17,3230,1
667,4,Road,D58109219,5,2,254,4,high,M,37,2608,1
668,5,Road,F14729491,3,1,237,4,low,M,33,2782,1
669,1,Road,E13206064,5,1,179,3,low,F,62,1945,1
670,2,Road,R20056059,3,2,189,3,medium,M,38,2108,1
671,3,Road,W56434535,4,3,244,3,medium,M,1,3982,1
672,5,Road,P40965331,3,3,266,2,medium,M,46,3594,1
673,4,Road,Y29045097,5,4,263,3,high,M,10,2538,1
674,5,Road,T20143807,3,2,247,2,medium,M,39,3189,1
675,1,Road,G46398309,4,5,202,3,low,F,6,2616,1
676,2,Road,V53865434,4,4,227,3,medium,F,1,2761,1
677,3,Road,B36013664,4,5,189,2,low,F,15,2457,1
678,5,Road,C54707476,6,4,160,2,low,F,31,1689,1
679,4,Road,N38048870,3,3,117,3,medium,M,56,1618,1
680,5,Road,X17847220,3,1,202,2,high,M,52,2312,1
681,1,Flight,K49714618,4,3,201,3,medium,F,54,2487,1
682,2,Flight,L22841322,3,4,273,2,medium,F,39,2651,1
683,3,Flight,E56252236,4,4,143,2,medium,M,58,1038,1
684,5,Flight,D56354725,4,5,137,4,high,M,29,1262,1
685,4,Flight,P49192411,5,5,236,3,high,M,34,3455,1
686,5,Flight,O15926619,4,2,241,2,low,M,17,3844,1
687,1,Flight,C30329880,4,2,187,2,low,F,6,3625,1
688,2,Flight,S50655468,4,5,273,2,high,M,63,3516,1
689,3,Flight,I17828830,5,2,170,3,low,M,15,1314,1
690,5,Flight,M57447487,3,5,138,3,low,F,37,1266,1
691,4,Flight,B39392068,5,4,150,2,low,M,60,1034,1
692,5,Flight,D33154382,5,5,140,3,high,F,42,1384,1
693,1,Flight,Q26560717,4,1,250,2,low,M,17,3544,1
694,2,Flight,S51399220,3,3,207,7,medium,M,19,2182,1
695,3,Flight,E53122932,4,4,214,3,low,M,36,2684,1
696,5,Flight,W52889763,4,1,179,3,low,M,63,1215,1
697,4,Flight,E21900174,5,1,149,4,medium,F,20,1110,1
698,5,Flight,L15091674,3,5,151,2,low,F,16,1422,1
699,1,Flight,A43739714,4,3,264,3,medium,M,23,2376,1
700,2,Flight,X17557674,6,5,113,3,high,M,31,1037,1
701,3,Flight,D21334710,6,1,281,3,medium,F,36,2536,1
702,5,Flight,F48517486,4,2,197,7,medium,M,43,3730,1
703,4,Ship,E40376669,3,4,265,8,low,F,35,3299,1
704,5,Ship,R19873714,4,2,259,3,low,F,47,3764,1
705,1,Ship,W26158789,5,1,200,8,low,F,18,3806,1
706,2,Ship,P17586661,2,4,111,2,high,M,60,1787,1
707,3,Ship,Y18181277,3,5,223,3,medium,M,53,3670,1
708,5,Ship,T32412248,3,3,241,3,low,M,5,2713,1
709,4,Ship,G40325337,4,1,139,3,low,F,25,1152,1
710,5,Ship,V16944114,7,1,192,3,low,M,38,1372,1
711,1,Ship,B43723277,3,4,117,3,medium,M,23,1527,1
712,2,Ship,C35384430,3,1,202,2,high,F,21,3120,1
713,3,Ship,N52087610,4,2,201,3,medium,F,39,2066,1
714,5,Ship,X22399980,3,3,273,2,medium,F,16,2466,1
715,4,Ship,K32637289,4,3,143,2,medium,F,64,1910,1
716,5,Ship,L56664971,4,1,137,4,high,M,15,1391,1
717,1,Ship,E48761742,5,3,236,3,high,F,47,3519,1
718,2,Ship,D25270192,4,1,241,2,low,F,39,2935,1
719,3,Ship,P31628237,4,5,187,2,low,M,44,3218,1
720,5,Ship,O24102212,4,3,273,2,high,M,43,,1
721,4,Ship,C54441593,5,3,170,3,low,F,12,1018,1
722,5,Ship,S55599879,3,4,138,3,low,F,54,1648,1
723,1,Ship,I55727850,5,3,150,2,low,M,2,1682,1
724,2,Ship,M12594191,5,4,140,3,high,F,56,1332,1
725,3,Ship,B38538828,4,3,250,2,low,F,46,2878,1
726,5,Ship,D38170543,3,4,207,7,medium,F,46,2670,1
727,4,Ship,Q43471234,4,2,214,3,low,F,18,2574,1
728,5,Ship,S57385667,4,3,179,3,low,M,45,1903,1
729,1,Ship,E40899684,5,2,149,4,medium,M,48,1068,1
730,2,Ship,W12781077,3,1,151,2,low,F,4,1748,1
731,3,Ship,E25353200,4,5,264,3,medium,M,16,2245,1
732,5,Ship,L53936787,6,5,113,3,high,F,35,1402,1
733,4,Ship,A13799683,6,3,281,3,medium,M,11,2135,1
734,5,Ship,X36604458,4,4,197,7,medium,F,22,2065,1
735,1,Ship,D43984019,3,4,265,8,low,M,2,3622,1
736,2,Ship,F14506598,4,1,259,3,low,M,39,2427,1
737,3,Ship,E55139821,5,3,200,8,low,F,9,2741,1
738,5,Ship,R53500881,2,1,111,2,high,F,10,1920,1
739,4,Ship,W30283608,3,2,223,3,medium,F,6,2127,1
740,5,Ship,P28315044,3,2,241,3,low,M,22,3030,1
741,1,Ship,Y19735453,4,5,139,3,low,F,65,1277,1
742,2,Ship,T50115790,7,4,192,3,low,F,33,1694,1
743,3,Ship,G49236811,3,5,180,4,medium,F,59,1481,1
744,5,Ship,V52873470,3,3,153,5,low,M,35,1089,1
745,4,Ship,B14468275,2,4,280,4,low,M,48,1463,1
746,5,Ship,C50291131,7,5,243,5,medium,M,28,1100,1
747,1,Ship,N41803612,3,4,214,2,low,M,50,3881,1
748,2,Ship,X57796661,4,4,177,2,low,M,6,1112,1
749,3,Ship,K57567780,3,2,182,3,medium,F,39,3828,1
750,5,Ship,L12594680,4,5,185,3,medium,M,17,2824,1
751,4,Ship,E54087846,3,3,143,3,medium,M,23,1281,1
752,5,Ship,D15852939,3,3,162,3,medium,M,7,1901,1
753,1,Ship,P35227683,3,1,171,2,low,M,34,1999,1
754,2,Ship,O33800815,5,1,227,3,low,F,14,2589,1
755,3,Ship,C43673597,3,5,205,6,low,F,25,2232,1
756,5,Ship,S58662531,3,5,258,3,low,M,17,3033,1
757,4,Ship,I44151221,4,5,195,5,medium,F,10,3537,1
758,5,Ship,M53466406,4,1,224,2,low,M,8,3638,1
759,1,Ship,B49786925,2,5,192,6,low,F,41,2673,1
760,2,Ship,D37241527,3,3,202,3,medium,F,35,3986,1
761,3,Ship,Q29334115,5,3,235,2,medium,F,12,3358,1
762,5,Ship,S49551555,3,4,218,3,low,M,22,3818,1
763,4,Ship,E58803210,6,5,176,4,medium,M,31,1262,1
764,5,Ship,W55830259,3,3,221,2,medium,F,26,3120,1
765,1,Ship,E38956954,3,4,157,3,low,F,32,1370,1
766,2,Ship,L54925271,4,2,259,4,low,F,13,2495,1
767,3,Ship,A54756885,2,1,249,3,low,M,11,2534,1
768,5,Ship,X57370288,4,1,263,5,low,F,62,2292,1
769,4,Ship,D13713759,4,3,141,3,low,F,2,1915,1
770,5,Ship,F26084136,4,1,114,3,medium,F,9,1240,1
771,1,Ship,E51160642,3,4,179,4,low,F,44,1004,1
772,2,Ship,R44070242,4,3,179,3,medium,M,40,1584,1
773,3,Ship,W36452357,3,5,193,3,low,F,47,3523,1
774,5,Ship,P10323716,3,2,137,3,medium,F,23,1246,1
775,4,Ship,Y22064372,3,5,110,3,low,M,55,1875,1
776,5,Ship,T17236192,3,1,270,3,medium,F,61,3582,1
777,1,Ship,G36336092,5,1,175,3,medium,F,64,1110,1
778,2,Ship,V50944987,5,1,234,2,low,M,12,2372,1
779,3,Ship,B15612673,2,4,177,3,medium,M,48,1113,1
780,5,Ship,C51597825,3,4,153,2,low,F,24,1442,1
781,4,Ship,N12746169,4,5,252,3,low,M,16,2332,1
782,5,Ship,X26521800,2,4,122,2,low,F,32,1213,1
783,1,Ship,K35078692,4,5,215,2,medium,F,34,2258,1
784,2,Ship,L28330383,3,3,140,4,low,F,47,1207,1
785,3,Ship,E56478594,3,1,209,2,low,M,43,2237,1
786,5,Ship,D44776767,2,3,144,3,high,M,40,1500,1
787,4,Ship,P32208498,4,2,210,3,low,M,16,2046,1
788,5,Ship,O25742064,5,1,160,3,medium,F,22,1693,1
789,1,Ship,C45657642,5,4,134,2,low,F,20,1549,1
790,2,Ship,S44939605,3,2,138,3,medium,F,34,1159,1
791,3,Ship,I25945497,4,3,200,2,medium,M,65,3485,1
792,5,Ship,M40427830,5,4,133,2,medium,M,30,1161,1
793,4,Ship,B59569965,2,4,121,5,low,M,32,1788,1
794,5,Ship,D59227230,4,3,257,3,medium,M,5,2489,1
795,1,Ship,Q37120332,4,5,255,4,low,M,14,3099,1
796,2,Road,S48097277,4,1,158,3,low,F,32,1061,1
797,3,Road,E28547466,4,4,248,4,low,F,49,2322,1
798,5,Road,W34768949,2,3,194,4,medium,M,65,3795,1
799,4,Road,E56172453,4,3,184,3,medium,F,19,2774,1
800,5,Road,L24790958,5,5,249,4,medium,F,38,2797,1
801,1,Road,A56213822,5,5,170,2,medium,F,36,1278,1
802,2,Road,X56370230,3,4,261,2,medium,F,1,3398,1
803,3,Road,D54259514,3,2,262,2,low,F,26,2370,1
804,5,Road,F40780426,4,4,224,3,medium,M,9,2952,1
805,4,Road,E25343244,3,4,130,2,medium,F,42,1213,1
806,5,Road,R36331093,4,1,133,3,low,M,57,1379,1
807,1,Road,W59539727,3,1,145,4,low,F,58,1751,1
808,2,Road,P10406433,2,4,136,6,low,F,53,1213,1
809,3,Road,Y37923969,4,5,163,5,low,M,24,1658,1
810,5,Road,T20643804,3,3,183,3,low,F,45,2181,1
811,4,Road,G14748896,5,3,216,3,medium,F,1,2434,1
812,5,Road,V23650125,4,1,182,3,medium,M,28,2005,1
813,1,Road,B21568389,4,5,191,3,low,F,19,2392,1
814,2,Road,C51503414,3,2,140,2,high,F,7,1401,1
815,3,Road,N56746043,4,4,161,3,high,F,59,1165,1
816,5,Road,X21841638,4,2,200,4,low,M,43,2747,1
817,4,Road,K36068518,4,1,176,3,medium,F,36,1891,1
818,5,Flight,L36198219,5,2,247,3,low,M,32,3645,1
819,1,Flight,E38335466,3,4,262,2,low,M,15,3287,1
820,2,Flight,D14495252,4,5,154,2,low,F,49,1532,1
821,3,Flight,P26910581,3,1,186,3,medium,F,11,3800,1
822,5,Flight,O54849724,2,1,98,3,low,F,29,1806,1
823,4,Flight,C35767355,3,3,268,3,low,F,33,3872,1
824,5,Flight,S22677836,5,3,178,2,medium,F,60,1830,1
825,1,Flight,I14024090,3,1,142,2,high,M,18,1428,1
826,2,Flight,M22985307,4,5,160,3,low,M,33,1837,1
827,3,Flight,B58700982,5,2,232,2,medium,M,24,2174,1
828,5,Flight,D28976717,4,2,209,2,low,F,23,2533,1
829,4,Flight,Q11269866,4,2,230,3,medium,M,33,3602,1
830,5,Flight,S41615396,5,4,223,3,low,F,40,2074,1
831,1,Flight,E42273936,4,4,201,3,high,F,7,2644,1
832,,Flight,W14274221,3,5,224,3,medium,F,20,2937,1
833,3,Flight,E46465160,2,3,251,3,low,F,2,3351,1
834,5,Flight,L44742993,3,4,145,6,medium,M,57,1949,1
835,4,Flight,A10436600,5,4,271,3,medium,F,16,2563,1
836,5,Flight,X42363109,3,5,218,4,medium,M,60,3048,1
837,1,Flight,D12218179,3,4,229,2,low,M,51,2628,1
838,2,Flight,F43197435,5,2,278,2,low,F,17,2493,1
839,3,Flight,E59449256,2,4,168,3,low,F,15,1886,1
840,5,Ship,R44176017,5,2,151,6,medium,M,12,1920,1
841,4,Ship,W40176288,3,1,232,3,low,M,9,2958,1
842,5,Ship,P34736876,3,2,140,2,low,F,16,1685,1
843,1,Ship,Y12492750,4,2,141,3,low,M,34,1619,1
844,2,Ship,T58263161,5,4,182,5,medium,F,23,3398,1
845,3,Ship,G43340372,4,2,139,5,low,F,52,1977,1
846,5,Ship,V38243932,5,2,145,5,medium,F,22,1818,1
847,4,Ship,B18028661,4,4,140,3,medium,M,11,1911,1
848,5,Ship,C13652183,3,4,267,3,medium,F,62,3589,1
849,1,Ship,N47420034,3,1,191,3,high,F,60,2069,1
850,2,Ship,X40341924,4,2,133,4,medium,F,52,1401,1
851,3,Ship,K56431157,4,2,170,2,low,F,1,1446,1
852,5,Ship,L57442698,4,5,170,2,low,F,57,1533,1
853,4,Ship,E57942902,3,2,149,4,medium,F,21,1636,1
854,5,Ship,D35494237,5,4,279,2,medium,F,1,3933,1
855,1,Ship,P46524099,4,3,121,2,medium,M,11,1906,1
856,2,Ship,O50408321,3,2,139,2,low,M,63,1767,1
857,3,Ship,C15575633,3,4,265,2,high,F,64,2493,1
